NUMERO;CODIGO;RECEITA;DATA;HISTORICO;CONTA BANCARIA;FORNECEDOR;VALOR
244;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE SETEMBRO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;11592.28
243;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 42 REFERENTE AO MES DE SETEMBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;87844.59
242;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AOS INGRESSOS DOS RECURSOS PREVIDENCIARIOS DA PARTE DOS SERVIDORES SEGURADOS  DO FUNDO DE ASSISTENCIA SOCIAL DE CAJAZEIRAS-PB COM REFERENCIA AO MES DE AGOSTO/2022 REF.A FOLHA DE CODIGOS 05 E 28.;2507;FUNDO DE ASSISTÊNCIA SOCIAL DE CAJAZEIRAS;8783.39
241;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AOS INGRESSOS DOS RECURSOS PREVIDENCIARIOS DA PARTE DOS SERVIDORES SEGURADOS  DO FUNDO DE ASSISTENCIA SOCIAL DE CAJAZEIRAS-PB COM REFERENCIA AO MES DE SETEMBRO/2022 REF.A FOLHA DE CODIGOS 05 E 28.;2507;FUNDO DE ASSISTÊNCIA SOCIAL DE CAJAZEIRAS;8775.31
240;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 42 REFERENTE AO MES DE AGOSTO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;210161.36
239;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DA PARTE   DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 33,34,35,36 REFERENTE AO MES DE AGOSTO   2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;55194.09
238;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DA PARTE   DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 1,2,4,6,7,10,12,17,26,41,46,47,48 REFERENTE AO MES DE SETEMBRO   2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;75137.64
237;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DA PARTE   DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 1,2,4,6,7,10,12,17,26,41,46,47,48 REFERENTE AO MES DE OUTUBRO   2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;1404.04
236;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DA PARTE   DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 33,34,35,36 REFERENTE AO MES DE OUTUBRO   2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;337.85
235;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DA PARTE   DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 33,34,35,36 REFERENTE AO MES DE SETEMBRO   2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;55666.94
234;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 44 REFERENTE AO MES DE SETEMBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;123022.99
233;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 44 REFERENTE AO MES DE OUTUBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;1295.21
232;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 43 REFERENTE AO MES DE OUTUBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;1485.23
231;121501111 ; Contribuição do Servidor Civil Ativo - Principal;28/10/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 43 REFERENTE AO MES DE SETEMBRO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;133821.04
230;121501111 ; Contribuição do Servidor Civil Ativo - Principal;24/10/2022;RECEBIMENTO DE PROVENIENTES DA RECEITA DA PARTE DO SERVIDOR DA CAMARA MUNICIPAL DE CAJAZEIRAS PB COMPETENCIA OUTUBRO 2022;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;4301.02
229;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;24/10/2022;RECEBIMENTO PROVENIENTES  DE RECEITA DA PARTE PATRONAL DA CAMARA MUNICIPAL DE CAJAZEIRAS PB COMPETENCIA OUTUBRO 2022;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;10153.49
228;192299011 ; Outras Restituições - Principal;07/10/2022;RECEBIMENTO PROVENIENTES  DE RECEITA DE COMPENSAÇÃO DO INSS A ESTE INSTITUTO DE PREVIDENCIA DE CAJAZEIRAS PB REF.OUTUBRO 2022;268372;INSS;89842.05
222;192299011 ; Outras Restituições - Principal;08/09/2022;RECEBIMENTO PROVENIENTES  DE RECEITA DE COMPENSAÇÃO DO INSS A ESTE INSTITUTO DE PREVIDENCIA DE CAJAZEIRAS PB REF. SETEMBRO 2022;268372;INSS;2873936.93
221;121501111 ; Contribuição do Servidor Civil Ativo - Principal;21/09/2022;RECEBIMENTO DE PROVENIENTES DA RECEITA DA PARTE DO SERVIDOR DA CAMARA MUNICIPAL DE CAJAZEIRAS PB COMPETENCIA SETEMBRO 2022;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;4075.35
220;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;21/09/2022;RECEBIMENTO PROVENIENTES  DE RECEITA DA PARTE PATRONAL DA CAMARA MUNICIPAL DE CAJAZEIRAS PB COMPETENCIA SETEMBRO 2022;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;9620.72
216;121501211 ; Contribuição do Servidor Civil Inativo - Principal;31/08/2022;Recolhimento da Receita acima, retida na fonte, conforme Pagto de Nota de Empenho nº 171.;2507;29 PENSIONISTAS;339.89
215;121501211 ; Contribuição do Servidor Civil Inativo - Principal;31/08/2022;Recolhimento da Receita acima, retida na fonte, conforme Pagto de Nota de Empenho nº 170.;2507;2 - INATIVOS;12188.11
214;121501111 ; Contribuição do Servidor Civil Ativo - Principal;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE  DOS SERVIDORES COM REFERENCIA AO MES DE JULHO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;4951.35
213;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS:: 43 REFERENTE AO MES DE AGOSTO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;44000.00
212;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE DEZEMBRO DE 2021;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;9921.47
211;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE JUNHO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;11688.79
210;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE MAIO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;11688.79
209;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE ABRIL DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;11592.28
208;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE MARCO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;11059.52
207;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE FEVEREIRO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;9908.49
206;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS PARTE PATRONAL DOS SERVIDORES COM REFERENCIA AO MES DE JANEIRO DE 2022;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;9908.49
205;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 43 REFERENTE AO MES DE JULHO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;133000.00
204;121501111 ; Contribuição do Servidor Civil Ativo - Principal;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 44 REFERENTE AO MES DE AGOSTO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;134127.57
203;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AOS INGRESSOS DOS RECURSOS PREVIDENCIARIOS DA PARTE PATRONAL  DOS SERVIDORES  DO FUNDO DE ASSISTENCIA SOCIAL DE CAJAZEIRAS-PB COM REFERENCIA AO MES DE JULHO/2022 REF.A FOLHA DE CODIGOS 05 E 28.;2507;FUNDO DE ASSISTÊNCIA SOCIAL DE CAJAZEIRAS;20347.52
202;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AOS INGRESSOS DOS RECURSOS PREVIDENCIARIOS DA PARTE PATRONAL  DOS SERVIDORES  DO FUNDO DE ASSISTENCIA SOCIAL DE CAJAZEIRAS-PB COM REFERENCIA AO MES DE AGOSTO/2022 REF.A FOLHA DE CODIGOS 05 E 28.;2507;FUNDO DE ASSISTÊNCIA SOCIAL DE CAJAZEIRAS;20735.12
201;121501111 ; Contribuição do Servidor Civil Ativo - Principal;30/08/2022;CORRESPONDENTE AOS INGRESSOS DOS RECURSOS PREVIDENCIARIOS DA PARTE DOS SERVIDORES SEGURADOS  DO FUNDO DE ASSISTENCIA SOCIAL DE CAJAZEIRAS-PB COM REFERENCIA AO MES DE JULHO/2022 REF.A FOLHA DE CODIGOS 05 E 28.;2507;FUNDO DE ASSISTÊNCIA SOCIAL DE CAJAZEIRAS;8619.20
200;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DA PARTE PATRONAL  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 33,34,35,36 REFERENTE AO MES DE JULHO   2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;78752.62
199;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 44 REFERENTE AO MES DE JULHO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;289939.06
198;121501111 ; Contribuição do Servidor Civil Ativo - Principal;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DA PARTE   DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 42 REFERENTE AO MES DE AGOSTO   2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;89024.61
197;121501111 ; Contribuição do Servidor Civil Ativo - Principal;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DA PARTE   DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 44 REFERENTE AO MES DE AGOSTO   2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;122954.80
196;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 42 REFERENTE AO MES DE JULHO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;209850.80
195;121501111 ; Contribuição do Servidor Civil Ativo - Principal;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DA PARTE   DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 1,2,4,6,7,10,12,17,26,41,46,47,48 REFERENTE AO MES DE AGOSTO   2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;75552.50
194;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;30/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DA PARTE PATRONAL  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 1,2,4,6,7,10,12,17,26,41,46,47,48 REFERENTE AO MES DE JULHO   2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;179157.34
193;721551111 ; Contribuição Patronal - Servidor Civil Ativo - Parcelamentos - Principal - IntraOrçamentaria;29/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES, PARCELAMENTO.REF.JULHO 2022 PARCELA 51;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;914.6
192;721551111 ; Contribuição Patronal - Servidor Civil Ativo - Parcelamentos - Principal - IntraOrçamentaria;29/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS DOS SERVIDORES, PARCELAMENTO.REF.JUNHO 2022 PARCELA 50;2507;SUPERINTENDENCIA CAJAZEIRENSE DE TRANSITO;914.6
191;121501111 ; Contribuição do Servidor Civil Ativo - Principal;25/08/2022;RECEBIMENTO DE PROVENIENTES DA RECEITA DA PARTE DO SERVIDOR DA CAMARA MUNICIPAL DE CAJAZEIRAS PB COMPETENCIA AGOSTO 2022;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;3905.67
190;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;25/08/2022;RECEBIMENTO PROVENIENTES  DE RECEITA DA PARTE PATRONAL DA CAMARA MUNICIPAL DE CAJAZEIRAS PB COMPETENCIA AGOSTO 2022;2507;CÂMARA MUNICIPAL DE CAJAZEIRAS;9220.16
189;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;18/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 43 REFERENTE AO MES DE JULHO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;17818.86
188;721502111 ; Contribuição Patronal - Servidor Civil Ativo - Principal - IntraOrçamentaria;19/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES MUNICIPAIS DA PARTE PATRONAL   FOLHAS CÓDIGOS: 43 REFERENTE AO MES DE JULHO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;167000.00
187;121501111 ; Contribuição do Servidor Civil Ativo - Principal;16/08/2022;CORRESPONDENTE AO INGRESSO DOS RECURSOS DAS CONTRIBUIÇOES PREVIDENCIARIAS  DOS SERVIDORES SEGURADOS  MUNICIPAIS FOLHAS CÓDIGOS: 44 REFERENTE AO MES DE JULHO 2022.;2507;PREFEITURA MUNICIPAL DE CAJAZEIRAS;122818.42
