Código;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Arrecadado;Tipo
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;02/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;1789.71;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;02/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;8764.50;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;03/01/2019;CLAUDINEIA LEITÃO MARTINS SATIRO ME;14.313.179/0001-41;5700000.00;436;1
1220991100;Outras Contribuições Econômicas;03/01/2019;CLAUDINEIA LEITÃO MARTINS SATIRO ME;14.313.179/0001-41;500000.00;174.4;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;04/01/2019;FOPAG;;3300000.00;95.4;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;04/01/2019;FOPAG;;3300000.00;49.1;1
2300061100;Amortização de Empréstimos Contratuais  Principal;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;150000.00;320.88;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;460.58;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;1368.75;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;3615.25;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;1011.99;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;950.36;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;982.98;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;465.82;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;4722.63;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;5374.89;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;5332.55;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;112.87;1
1121011104;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e ;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;450000.00;134.02;1
1121011100;Taxas de Fiscalização de Vigilância Sanitária;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;50000.00;510;1
1121011101;Taxa de Licença para Execução de Obras;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;200000.00;289.62;1
1122011102;Outras Taxas pelo Exercício do Poder de Polícia;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;30000.00;1103.02;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;03/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;2384.10;1
2300061100;Amortização de Empréstimos Contratuais  Principal;07/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;150000.00;292.51;1
1728012100;Cota-Parte do IPVA;07/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;4600000.00;12728.80;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;07/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;185.36;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;07/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;3890.68;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;07/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;222.91;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;07/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;280.69;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;04/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;5700000.00;199.92;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;07/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;5700000.00;77.82;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;07/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;6051.00;1
1728012100;Cota-Parte do IPVA;04/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;4600000.00;55291.49;1
1121011104;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e ;07/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;450000.00;1177.40;1
1122011102;Outras Taxas pelo Exercício do Poder de Polícia;07/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;30000.00;2648.35;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;07/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;2352.50;1
1728011100;Cota-Parte do ICMS Estadual;08/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;15500000.00;21961.08;1
2300061100;Amortização de Empréstimos Contratuais  Principal;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;150000.00;102.43;1
2300061100;Amortização de Empréstimos Contratuais  Principal;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;150000.00;105.62;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;143.45;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;13;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;60.5;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;30.6;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;1676.06;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;3075.72;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;777.68;1
1758011100;Transferências de Recursos do FUNDEB;08/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;17797757.00;14979.64;1
1122011102;Outras Taxas pelo Exercício do Poder de Polícia;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;30000.00;1144.00;1
1121011104;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e ;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;450000.00;292.14;1
1121011101;Taxa de Licença para Execução de Obras;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;200000.00;288.2;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;1052.82;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;04/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;8223.73;1
1728012100;Cota-Parte do IPVA;08/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;4600000.00;18119.34;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;08/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;5700000.00;3645.84;1
2300061100;Amortização de Empréstimos Contratuais  Principal;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;150000.00;347.38;1
9728011100;Dedução da Receita do ICMS Estadual - FUNDEB e Redutor Financeiro;08/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;-3100000.00;-4392.21;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;32.5;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;33.5;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;309.3;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;64.42;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;101.64;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;1852.40;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;280.83;1
1122011102;Outras Taxas pelo Exercício do Poder de Polícia;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;30000.00;804.2;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;2851.81;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;1233.09;1
1113034100;Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos;08/01/2019;DIVERSOS CONTRIBUINTES;;500000.00;521.99;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;07/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;5700000.00;60.4;1
1718034100;Transferência de Recursos do SUS  Assistência Farmacêutica;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;344928.00;28744.44;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;04/01/2019;CLAIR & LEITAO CONTABILIDADE PUBLICA LTDA - ME;10.571.183/0001-59;5700000.00;500;1
1220991100;Outras Contribuições Econômicas;04/01/2019;CLAIR & LEITAO CONTABILIDADE PUBLICA LTDA - ME;10.571.183/0001-59;500000.00;200;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;04/01/2019;FOPAG;;3300000.00;13528.06;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;04/01/2019;ELMAR-PROCESSAMENTO DE DADOS LTDA;09.164.369/0001-04;5700000.00;212.5;1
1220991100;Outras Contribuições Econômicas;04/01/2019;ELMAR-PROCESSAMENTO DE DADOS LTDA;09.164.369/0001-04;500000.00;85;1
1220991100;Outras Contribuições Econômicas;04/01/2019;LEONARDO VARANDAS SOCIEDADE INDIVIDUAL DE ADVOCACIA;12.428.243/0001-04;500000.00;80;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;07/01/2019;JOÃO JOSE DE ANDRADE SOBRINHO;038.628.134-36;5700000.00;100;1
1220991100;Outras Contribuições Econômicas;07/01/2019;JOÃO JOSE DE ANDRADE SOBRINHO;038.628.134-36;500000.00;40;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;07/01/2019;FOPAG;;3300000.00;1160.97;1
1728012100;Cota-Parte do IPVA;09/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;4600000.00;15145.30;1
2300061100;Amortização de Empréstimos Contratuais  Principal;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;150000.00;104.99;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;42;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;154.5;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;24.5;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;232.14;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;406.66;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;2334.26;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;723.93;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;1056.97;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;1457.10;1
1121011104;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e ;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;450000.00;64.5;1
1122011102;Outras Taxas pelo Exercício do Poder de Polícia;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;30000.00;2948.41;1
1121011101;Taxa de Licença para Execução de Obras;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;200000.00;399;1
1122011102;Outras Taxas pelo Exercício do Poder de Polícia;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;30000.00;1258.21;1
1121011104;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e ;09/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;450000.00;346;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;10/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;5700000.00;44.53;1
1728012100;Cota-Parte do IPVA;10/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;4600000.00;21738.60;1
1718015100;Cota-Parte do Imposto Sobre a Propriedade Territorial Rural  ITR;10/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;2000.00;12.2;1
1718012100;Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal  FPM;10/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;34800000.00;231881.60;1
1718012100;Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal  FPM;10/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;34800000.00;1116282.03;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;20.1;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;1103.22;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;1209.04;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;147.78;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;174.16;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;2618.28;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;383.3;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;09/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;5700000.00;794.36;1
1121011100;Taxas de Fiscalização de Vigilância Sanitária;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;50000.00;80;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;10/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;5700000.00;15224.38;1
1122011102;Outras Taxas pelo Exercício do Poder de Polícia;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;30000.00;3809.89;1
1122011102;Outras Taxas pelo Exercício do Poder de Polícia;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;30000.00;2407.50;1
1121011101;Taxa de Licença para Execução de Obras;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;200000.00;403.14;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;11/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;5700000.00;13243.57;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;10/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;1082.85;1
1718032100;Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar  MAC;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5500000.00;473395.46;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;11/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;5700000.00;76.48;1
1728014100;Cota-Parte da Contribuição de Intervenção no Domínio Econômico  CIDE;11/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;148000.00;14351.37;1
1718039100;Outros Programas do SUS Financ. por Transf. Fundo a Fundo;08/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1932800.00;53900.00;1
1728012100;Cota-Parte do IPVA;11/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;4600000.00;16890.33;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;270.25;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;145;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;5700000.00;103.9;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;203.5;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;2420.73;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;860.91;1
1118011100;Imposto sobre a Propriedade Predial e Territorial Urbana;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;920000.00;748.87;1
1121011101;Taxa de Licença para Execução de Obras;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;200000.00;1811.00;1
1122011102;Outras Taxas pelo Exercício do Poder de Polícia;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;30000.00;13645.70;1
1121011104;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e ;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;450000.00;2234.14;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;3243.20;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;4623.88;1
1118014100;Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis;11/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1500000.00;1404.40;1
1113034100;Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos;11/01/2019;DIVERSOS CONTRIBUINTES;;500000.00;8667.30;1
1718031103;Saúde Bucal - SB;15/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;796980.00;7500.00;1
1922991102;Outras Restituições;10/01/2019;BRASEM INCORPORAÇÕES LTDA;22.404.799/0001-14;200000.00;4405.16;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;1389.13;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;1556.02;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;655.91;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;749.06;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;345.6;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;1420.70;1
9718012100;Dedução da Receita do FPM - FUNDEB e Redutor Financeiro;10/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;-7547000.00;-269632.72;1
9718015100;Dedução da Receita do ITR - FUNDEB e Redutor Financeiro;10/01/2019;BANCO DO BRASIL S.A.;00.000.000/0099-03;-4.00;-2.44;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;65721.21;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;45962.02;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;138.89;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;16.5;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;223.76;1
1118023100;Imposto sobre Serviços de Qualquer Natureza  ISS;11/01/2019;ENERGISA PARAIBA DIST. DE ENEGIA SA;09.095.183/0001-40;5700000.00;450.23;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;09/01/2019;FOPAG;;3300000.00;245.47;1
1220991100;Outras Contribuições Econômicas;10/01/2019;THAIS DE OLIVEIRA BRANDÃO - ME;22.769.247/0001-00;500000.00;547.8;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;09/01/2019;FOPAG;;3300000.00;488.05;1
1220991100;Outras Contribuições Econômicas;10/01/2019;THAIS DE OLIVEIRA BRANDÃO - ME;22.769.247/0001-00;500000.00;42.6;1
1220991100;Outras Contribuições Econômicas;10/01/2019;THAIS DE OLIVEIRA BRANDÃO - ME;22.769.247/0001-00;500000.00;35.4;1
1113031100;Imposto sobre a Renda - Retido na Fonte - Trabalho;10/01/2019;FOPAG;;3300000.00;21;1
