 Número Guia;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
34;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;08/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;4.768,91
35;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;08/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;43.890,38
36;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;08/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;238.309,94
37;1990031100-Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores;08/02/2019;INSS;29.979.036/0169-00;3.000.000,00;0;65.468,18
38;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;11/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;105.744,22
39;1218011102-Contribuição de Servidor Ativo Civil - SCTRANS;11/02/2019;SCTRANS;04.342.393/0001-72;47.000,00;0;2.932,77
41;1218011100-Contribuição de Servidor Ativo Civil  Câmara;21/02/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;42.000,00;0;2.857,29
42;7218031101-CPSSS Patronal - Servidor Civil Ativo - Câmara;21/02/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;114.100,00;0;10.237,05
43;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;31/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;800.000,00;0;0,33
44;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;31/01/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;800.000,00;0;3.846,77
45;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;31/01/2019;BANCO DO BRASIL SA;00.000.000/1641-19;800.000,00;0;1.314,47
46;7218031102-CPSSS Patronal - Servidor Civil Ativo - SCTRANS;27/02/2019;SCTRANS;04.342.393/0001-72;90.000,00;0;6.393,68
47;7218031102-CPSSS Patronal - Servidor Civil Ativo - SCTRANS;27/02/2019;SCTRANS;04.342.393/0001-72;90.000,00;0;5.833,94
48;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;28/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;36.524,26
49;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;28/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;2.040,20
50;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;28/02/2019;SCTRANS;04.342.393/0001-72;1.677.000,00;0;644,21
51;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;28/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;5.297,66
52;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;28/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;194.503,24
53;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;28/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;43.346,34
54;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;28/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;40.693,93
55;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;27/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;105.257,80
56;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;27/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;2.699,16
57;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;27/02/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;6.332,07
59;1219991100-Demais Contribuições Previdenciárias;28/02/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;2.474,79
60;1219991100-Demais Contribuições Previdenciárias;28/02/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;2.474,14
61;1218012100-Contribuição do Servidor Civil Inativo;28/02/2019;FOLHA DE PAGAMENTO;;10.000,00;0;288,83
63;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;28/02/2019;BANCO DO BRASIL SA;00.000.000/1641-19;800.000,00;0;1.310,94
67;7218031102-CPSSS Patronal - Servidor Civil Ativo - SCTRANS;07/03/2019;SCTRANS;04.342.393/0001-72;90.000,00;0;6.885,53
68;7218031102-CPSSS Patronal - Servidor Civil Ativo - SCTRANS;07/03/2019;SCTRANS;04.342.393/0001-72;90.000,00;0;6.841,77
69;7218031102-CPSSS Patronal - Servidor Civil Ativo - SCTRANS;07/03/2019;SCTRANS;04.342.393/0001-72;90.000,00;0;6.920,53
71;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;28/02/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;800.000,00;0;2.953,07
72;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;28/02/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;800.000,00;0;0,19
73;1990031100-Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores;11/03/2019;INSS;29.979.036/0169-00;3.000.000,00;0;90.732,59
74;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;11/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;36.662,02
75;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;11/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;72.330,20
78;1218011100-Contribuição de Servidor Ativo Civil  Câmara;21/03/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;42.000,00;0;2.890,29
79;7218031101-CPSSS Patronal - Servidor Civil Ativo - Câmara;21/03/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;114.100,00;0;10.355,28
80;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;26/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;44.227,18
81;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;26/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;43.871,35
82;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;26/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;5.563,48
83;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;29/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;236.322,96
84;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;29/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;85.303,49
85;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;29/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;82.844,82
86;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;29/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;9.625,47
87;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;29/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;85.806,10
88;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;29/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;21.436,50
89;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;29/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;72.923,86
93;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;29/03/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;85.871,23
94;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;29/03/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;800.000,00;0;1.301,17
95;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;29/03/2019;BANCO DO BRASIL SA;00.000.000/1641-19;800.000,00;0;1.650,64
96;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;01/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;75.000,00
97;1218012100-Contribuição do Servidor Civil Inativo;01/04/2019;FOLHA DE PAGAMENTO;;10.000,00;0;288,83
98;1922051101-Restituição de Contribuições Previdenciárias Complementares;01/04/2019;FOLHA DE PAGAMENTO;;10.000,00;0;75,02
101;1219991100-Demais Contribuições Previdenciárias;02/04/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;3.110,86
102;1219991100-Demais Contribuições Previdenciárias;02/04/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;2.135,33
103;1218011102-Contribuição de Servidor Ativo Civil - SCTRANS;03/04/2019;SCTRANS;04.342.393/0001-72;47.000,00;0;3.412,35
104;1990031100-Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores;05/04/2019;INSS;29.979.036/0169-00;3.000.000,00;0;401.235,89
105;1218011100-Contribuição de Servidor Ativo Civil  Câmara;22/04/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;42.000,00;0;2.890,29
106;7218031101-CPSSS Patronal - Servidor Civil Ativo - Câmara;22/04/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;114.100,00;0;10.355,28
107;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;23/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;11.529,11
108;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;23/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;12.581,53
109;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;23/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;87.666,53
110;1218011102-Contribuição de Servidor Ativo Civil - SCTRANS;24/04/2019;SCTRANS;04.342.393/0001-72;47.000,00;0;3.451,29
111;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;SCTRANS;04.342.393/0001-72;1.677.000,00;0;666,18
112;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;SCTRANS;04.342.393/0001-72;1.677.000,00;0;656,21
113;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;37.770,55
114;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;37.205,45
115;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;2.109,81
116;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;2.078,26
117;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;108.849,44
118;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;6.548,14
119;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;107.220,90
120;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;6.450,16
121;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;2.791,27
122;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;2.749,50
123;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;46.294,58
124;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;44.462,59
125;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;25.025,74
126;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;30/04/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;127.629,47
127;1219991100-Demais Contribuições Previdenciárias;30/04/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;3.957,11
128;1219991100-Demais Contribuições Previdenciárias;30/04/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;1.573,23
129;1218012100-Contribuição do Servidor Civil Inativo;30/04/2019;FOLHA DE PAGAMENTO;;10.000,00;0;288,83
130;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;30/04/2019;BANCO DO BRASIL SA;00.000.000/1641-19;800.000,00;0;3.024,74
131;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;15/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;12.527,32
132;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;17/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;11.047,17
133;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;17/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;85.513,18
134;1218011100-Contribuição de Servidor Ativo Civil  Câmara;21/05/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;42.000,00;0;2.890,29
135;7218031101-CPSSS Patronal - Servidor Civil Ativo - Câmara;21/05/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;114.100,00;0;10.355,28
137;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;21/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;150.000,00
138;1218011102-Contribuição de Servidor Ativo Civil - SCTRANS;24/05/2019;SCTRANS;04.342.393/0001-72;47.000,00;0;3.352,40
139;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;28/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;57.334,08
140;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;30/04/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;800.000,00;0;576,98
141;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;205.545,06
142;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;86.219,72
143;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;118.000,00
144;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;68.378,40
145;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;108.536,16
146;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;2.783,23
147;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;6.529,28
148;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/05/2019;SCTRANS;04.342.393/0001-72;1.677.000,00;0;664,27
149;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;37.661,85
150;7218041101-CPSSS Patronal - Parcelamentos - Servidor Civil Ativo;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;1.677.000,00;0;2.103,75
151;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;24.917,91
152;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;30/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;21.973,75
153;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;31/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;12.565,17
154;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;31/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;45.000,00
155;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;31/05/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;35.957,39
156;1218013100-Contribuição de Pensionista Civil;31/05/2019;FOLHA DE PAGAMENTO;;1.000,00;0;288,83
157;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;31/05/2019;BANCO DO BRASIL SA;00.000.000/1641-19;800.000,00;0;745,55
158;1219991100-Demais Contribuições Previdenciárias;03/06/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;4.711,15
159;1219991100-Demais Contribuições Previdenciárias;03/06/2019;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;60.000,00;0;1.994,81
160;1990031100-Compensações Financeiras entre o Regime Geral e os Regimes Próprios de Previdência dos Servidores;10/06/2019;INSS;29.979.036/0169-00;3.000.000,00;0;71.861,67
161;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;14/06/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;10.722,00
162;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;14/06/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;99.558,82
163;1321004100-Remuneração dos Recursos do Regime Próprio de Previdência Social - RPPS;31/05/2019;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;800.000,00;0;1.521,49
164;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;19/06/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;128.515,76
165;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;19/06/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;90.842,98
166;1218011102-Contribuição de Servidor Ativo Civil - SCTRANS;19/06/2019;SCTRANS;04.342.393/0001-72;47.000,00;0;2.904,63
167;1218011100-Contribuição de Servidor Ativo Civil  Câmara;25/06/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;42.000,00;0;2.911,45
168;7218031101-CPSSS Patronal - Servidor Civil Ativo - Câmara;25/06/2019;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;114.100,00;0;10.431,08
169;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;28/06/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;123.121,69
170;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;28/06/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;81.619,34
171;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;28/06/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;41.788,56
172;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;28/06/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;46.307,29
173;1218011101-Contribuição de Servidor Ativo Civil - Prefeitura;28/06/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.000.000,00;0;5.322,79
174;7218031100-CPSSS Patronal - Servidor Civil Ativo  Prefeitura;28/06/2019;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;7.162.600,00;0;104.534,66
