 Número Guia;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
15;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;24/02/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;123.600,00;0;4.569,99
16;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;21/02/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;7.327,06
17;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;21/02/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;167.996,27
18;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;21/02/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;37.230,15
19;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;21/02/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;34.592,38
20;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;24/02/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;85.176,89
21;1210290703-Contribuição de Servidor Ativo Civil - SCTRANS;01/02/2017;SCTRANS;04.342.393/0001-72;28.490,00;0;2.148,13
22;1210290703-Contribuição de Servidor Ativo Civil - SCTRANS;24/02/2017;SCTRANS;04.342.393/0001-72;28.490,00;0;2.291,13
23;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;28/02/2017;BANCO DO BRASIL SA;00.000.000/1641-19;1.805.168,00;0;18.570,34
24;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/03/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;48.572,95
25;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/03/2017;BANCO SANTANDER;11.180.607/0001-17;1.805.168,00;0;8.647,25
26;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/03/2017;BANCO DO BRASIL SA;00.000.000/1641-19;1.805.168,00;0;20.920,00
27;1210290701-Contribuição de Servidor Ativo Civil - Câmara;21/03/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;43.167,00;0;3.045,49
29;1210290703-Contribuição de Servidor Ativo Civil - SCTRANS;30/03/2017;SCTRANS;04.342.393/0001-72;28.490,00;0;2.442,93
30;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;31/03/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;6.734,26
31;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;21/03/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;123.600,00;0;6.057,78
32;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;31/03/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;41.473,99
33;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;31/03/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;38.345,23
34;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;31/03/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;182.313,42
35;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;22/03/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;89.930,79
36;1210299900-Outras contribuições Previdênciárias;03/03/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;104,1
37;1210299900-Outras contribuições Previdênciárias;03/03/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;1.488,62
38;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/03/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;8.242,32
39;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;24/04/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;43.461,67
40;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;24/04/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;188.751,48
41;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;20/04/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;38.824,39
42;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;28/04/2017;BANCO DO BRASIL SA;00.000.000/1641-19;1.805.168,00;0;16.447,38
43;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;28/04/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;6.096,53
44;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;20/04/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;87.050,64
45;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;28/04/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;31.114,37
46;1210290703-Contribuição de Servidor Ativo Civil - SCTRANS;28/04/2017;SCTRANS;04.342.393/0001-72;28.490,00;0;2.633,07
47;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;28/04/2017;BANCO SANTANDER;11.180.607/0001-17;1.805.168,00;0;6.757,39
48;1210299900-Outras contribuições Previdênciárias;07/04/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;4.737,29
49;1210299900-Outras contribuições Previdênciárias;07/04/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;2.092,15
50;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;05/04/2017;SCTRANS;04.342.393/0001-72;123.600,00;0;0
51;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;05/04/2017;SCTRANS;04.342.393/0001-72;123.600,00;0;0
52;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;24/04/2017;SCTRANS;04.342.393/0001-72;123.600,00;0;0
53;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;20/04/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;123.600,00;0;6.057,78
54;1210290900-Contribuições de Servidor Inativo Civil;26/04/2017;FOLHA DE PAGAMENTO;;1.059,00;0;37,16
55;1210290701-Contribuição de Servidor Ativo Civil - Câmara;20/04/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;43.167,00;0;3.045,49
56;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;24/04/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;6.491,63
57;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;30/05/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;29.164,55
58;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;30/05/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;8.719,15
59;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;30/05/2017;BANCO SANTANDER;11.180.607/0001-17;1.805.168,00;0;7.208,57
60;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;30/05/2017;BANCO DO BRASIL SA;00.000.000/1641-19;1.805.168,00;0;17.184,75
61;1210299900-Outras contribuições Previdênciárias;08/05/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;3.251,41
62;1210299900-Outras contribuições Previdênciárias;08/05/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;2.419,58
63;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;25/05/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;87.686,02
64;1210290701-Contribuição de Servidor Ativo Civil - Câmara;19/05/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;43.167,00;0;2.901,19
65;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;19/05/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;123.600,00;0;5.770,76
66;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;12/05/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;44.206,12
67;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;12/05/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;39.589,62
68;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;12/05/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;2
69;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;15/05/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;6.567,85
70;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;12/05/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;196.013,74
71;7210290100-Contribuição Patronal - Prefeitura - Intra-Orçamentária;22/05/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.041.183,00;0;14.574,13
72;7210290100-Contribuição Patronal - Prefeitura - Intra-Orçamentária;22/05/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.041.183,00;0;68.807,31
73;7210290100-Contribuição Patronal - Prefeitura - Intra-Orçamentária;22/05/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.041.183,00;0;74.054,14
74;7210290100-Contribuição Patronal - Prefeitura - Intra-Orçamentária;22/05/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;6.041.183,00;0;334.161,05
75;1210290900-Contribuições de Servidor Inativo Civil;29/05/2017;FOLHA DE PAGAMENTO;;1.059,00;0;37,16
76;7210290300-Contribuição Patronal - SCTRANS - Intra-Orçamentária;02/05/2017;SCTRANS;04.342.393/0001-72;91.062,00;0;4.272,79
77;7210290300-Contribuição Patronal - SCTRANS - Intra-Orçamentária;02/05/2017;SCTRANS;04.342.393/0001-72;91.062,00;0;4.557,23
78;7210290300-Contribuição Patronal - SCTRANS - Intra-Orçamentária;02/05/2017;SCTRANS;04.342.393/0001-72;91.062,00;0;4.859,18
80;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;12/06/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;40.069,20
81;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;12/06/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;44.468,81
82;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;12/06/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;196.042,19
83;7210290300-Contribuição Patronal - SCTRANS - Intra-Orçamentária;13/06/2017;SCTRANS;04.342.393/0001-72;91.062,00;0;5.748,12
84;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;20/06/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;123.600,00;0;5.787,16
85;1210290701-Contribuição de Servidor Ativo Civil - Câmara;20/06/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;43.167,00;0;2.909,43
86;7210290300-Contribuição Patronal - SCTRANS - Intra-Orçamentária;19/06/2017;SCTRANS;04.342.393/0001-72;91.062,00;0;5.270,88
87;1922990000-Outras Restituições;01/06/2017;DIOMAR ROLIM DE SOUSA;451.008.374-20;10.000,00;0;1.068,18
88;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;30/06/2017;BANCO DO BRASIL SA;00.000.000/1641-19;1.805.168,00;0;16.931,49
89;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;30/06/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;13.547,42
90;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;30/06/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;20.796,47
91;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;30/06/2017;BANCO SANTANDER;11.180.607/0001-17;1.805.168,00;0;7.221,24
92;1210299900-Outras contribuições Previdênciárias;02/06/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;2.255,56
93;1210299900-Outras contribuições Previdênciárias;02/06/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;2.190,05
94;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;20/06/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;87.613,44
95;1210290900-Contribuições de Servidor Inativo Civil;27/06/2017;FOLHA DE PAGAMENTO;;1.059,00;0;37,16
96;1210299900-Outras contribuições Previdênciárias;06/07/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;2.388,25
97;1210299900-Outras contribuições Previdênciárias;06/07/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;1.874,91
98;1210290703-Contribuição de Servidor Ativo Civil - SCTRANS;01/06/2017;SCTRANS;04.342.393/0001-72;28.490,00;0;2.894,87
99;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;12/06/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;6.540,22
100;1210290703-Contribuição de Servidor Ativo Civil - SCTRANS;05/07/2017;SCTRANS;04.342.393/0001-72;28.490,00;0;2.859,66
101;7210290300-Contribuição Patronal - SCTRANS - Intra-Orçamentária;12/07/2017;SCTRANS;04.342.393/0001-72;91.062,00;0;5.688,10
102;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;13/07/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;40.507,09
103;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;13/07/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;44.291,33
104;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;13/07/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;6.506,31
105;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;17/07/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;88.419,96
106;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;20/07/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;86,67
107;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;20/07/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;32,76
108;1210290701-Contribuição de Servidor Ativo Civil - Câmara;20/07/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;43.167,00;0;2.909,43
109;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;19/07/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;123.600,00;0;5.787,16
110;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;24/07/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;194.727,71
111;1210290900-Contribuições de Servidor Inativo Civil;26/07/2017;FOLHA DE PAGAMENTO;;1.059,00;0;37,16
112;1210299900-Outras contribuições Previdênciárias;26/07/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;2.266,10
113;1210299900-Outras contribuições Previdênciárias;26/07/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;2.178,34
114;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/07/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;14.820,16
115;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/07/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;16.672,61
116;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;30/07/2017;BANCO DO BRASIL SA;00.000.000/1641-19;1.805.168,00;0;20.812,36
117;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;30/07/2017;BANCO SANTANDER;11.180.607/0001-17;1.805.168,00;0;8.457,88
118;1210290703-Contribuição de Servidor Ativo Civil - SCTRANS;31/07/2017;SCTRANS;04.342.393/0001-72;28.490,00;0;3.678,95
119;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;15/08/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;115.457,45
120;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;15/08/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;40.601,99
121;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;15/08/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;44.830,67
122;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;15/08/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;80.262,31
123;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;15/08/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;6.206,31
124;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;18/08/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;123.600,00;0;5.787,16
125;7210290300-Contribuição Patronal - SCTRANS - Intra-Orçamentária;18/08/2017;SCTRANS;04.342.393/0001-72;91.062,00;0;7.317,76
128;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;17/08/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;88.547,14
129;1210290701-Contribuição de Servidor Ativo Civil - Câmara;18/08/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;43.167,00;0;2.909,43
130;1210299900-Outras contribuições Previdênciárias;29/08/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;2.258,11
131;1210299900-Outras contribuições Previdênciárias;29/08/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;1.395,91
132;1210290900-Contribuições de Servidor Inativo Civil;30/08/2017;FOLHA DE PAGAMENTO;;1.059,00;0;37,16
133;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/08/2017;BANCO DO BRASIL SA;00.000.000/1641-19;1.805.168,00;0;17.483,38
134;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/08/2017;BANCO SANTANDER;11.180.607/0001-17;1.805.168,00;0;7.175,53
135;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/08/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;10.143,37
136;1328100000-Remuneração dos Investimentos do Regime Próprio de Previdência do Servidor em Renda Fixa;31/08/2017;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1.805.168,00;0;14.604,94
137;1210290703-Contribuição de Servidor Ativo Civil - SCTRANS;01/09/2017;SCTRANS;04.342.393/0001-72;28.490,00;0;3.104,40
138;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;19/09/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;88.602,75
139;1210290701-Contribuição de Servidor Ativo Civil - Câmara;20/09/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;43.167,00;0;2.880,64
140;7210290200-Contribuição Patronal - Câmara - Intra-Orçamentária;20/09/2017;CAMARA MUNICIPAL DE CAJAZEIRAS;08.841.553/0001-89;123.600,00;0;5.729,90
141;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;21/09/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;112.697,70
142;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;26/09/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;6.200,77
143;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;26/09/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;41.915,42
145;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;26/09/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;80.001,63
146;1210290702-Contribuição de Servidor Ativo Civil - Prefeitura;26/09/2017;PREFEITURA MUNICIPAL DE CAJAZEIRAS;08.923.971/0001-15;4.981.589,00;0;43.970,58
149;1210290900-Contribuições de Servidor Inativo Civil;28/09/2017;FOLHA DE PAGAMENTO;;1.059,00;0;37,16
150;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;34,36
151;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;414,76
152;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;294,87
153;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;414,76
154;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;109,25
155;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;113,77
157;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;414,76
158;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;48,1
159;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;237,06
160;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;103,07
162;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;103,07
163;1210299900-Outras contribuições Previdênciárias;29/09/2017;INSTITUTO DE PREVIDENCIA E ASSIST. MUN DE CAJAZEIRAS;12.724.464/0001-20;59.955,00;0;163,08
